Name,Games Played,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/TOV,STL/TOV,Age,Birth_Place,Birthdate,Collage,Experience,Height,Team,Weight,BMI,PTSPM,FGMPM,FGAPM,TPMPM,TPAPM,DREBPM,ASTPM,STLPM,BLKPM,OREBPM,Pos
LeBron James,69,2493,1743,624,1279,48.8,120,339,35.4,375,528,71,51,365,416,511,109,49,272,135,1748,1.88,0.4,31,us,12/30/84,,11,200,CLE,112.5,28.125,0.699,0.25,0.513,0.048,0.136,0.146,0.205,0.044,0.02,0.02,SF
Lester Hudson,5,56,18,6,14,42.9,3,6,50,3,4,75,1,7,8,5,6,1,3,4,26,1.67,2,31,us,8/7/84,University of Tennessee at Martin,3,187.5,LAC,85.5,24.32,0.321,0.107,0.25,0.054,0.107,0.125,0.089,0.107,0.018,0.018,SG
Lorenzo Brown,29,549,122,52,122,42.6,6,28,21.4,12,19,63.2,14,56,70,90,28,6,30,49,209,3,0.93,25,us,8/26/90,North Carolina State University,1,192.5,MIN,85.05,22.95159386,0.222,0.095,0.222,0.011,0.051,0.102,0.164,0.051,0.011,0.026,PG
Lou Amundson,53,937,259,109,255,42.7,0,1,0,41,87,47.1,94,174,268,70,22,52,62,126,417,1.13,0.36,33,us,12/7/82,"University of Nevada, Las Vegas",8,202.5,NYK,99,24.14266118,0.276,0.116,0.272,0,0.001,0.186,0.075,0.023,0.055,0.1,PF
Lou Williams,80,2016,1242,375,928,40.4,152,447,34,340,395,86.1,24,127,151,164,88,10,101,103,946,1.62,0.87,29,us,10/27/86,,9,182.5,TOR,78.75,23.64421092,0.616,0.186,0.46,0.075,0.222,0.063,0.081,0.044,0.005,0.012,SG
Luc Mbah a Moute,67,1916,660,251,636,39.5,62,202,30.7,96,163,58.9,82,246,328,106,81,21,99,104,645,1.07,0.82,29,cm,9/9/86,"University of California, Los Angeles",6,200,PHI,103.5,25.875,0.344,0.131,0.332,0.032,0.105,0.128,0.055,0.042,0.011,0.043,PF
Lucas Nogueira,6,23,6,2,8,25,0,0,0,2,4,50,2,9,11,1,2,0,2,6,10,0.5,1,23,br,7/26/92,,0,210,TOR,108.45,24.59183673,0.261,0.087,0.348,0,0,0.391,0.043,0.087,0,0.087,C
Luis Scola,81,1659,763,300,642,46.7,5,20,25,158,226,69.9,138,388,526,105,47,18,94,192,955,1.12,0.5,35,ar,4/30/80,,7,202.5,IND,108,26.33744856,0.46,0.181,0.387,0.003,0.012,0.234,0.063,0.028,0.011,0.083,PF
Luke Babbitt,63,830,256,92,192,47.9,59,115,51.3,13,19,68.4,12,99,111,24,17,11,26,63,287,0.92,0.65,26,us,6/20/89,"University of Nevada, Reno",4,202.5,NOH,101.25,24.69135802,0.308,0.111,0.231,0.071,0.139,0.119,0.029,0.02,0.013,0.014,SF
Luke Ridnour,47,683,188,75,176,42.6,20,63,31.7,18,21,85.7,8,60,68,96,20,4,38,67,234,2.53,0.53,34,us,2/13/81,University of Oregon,11,185,ORL,78.75,23.00949598,0.275,0.11,0.258,0.029,0.092,0.088,0.141,0.029,0.006,0.012,PG
Luol Deng,72,2421,1007,369,787,46.9,78,220,35.5,191,251,76.1,103,273,376,139,65,22,108,109,1023,1.29,0.6,30,ss,4/16/85,Duke University,10,202.5,MIA,99,24.14266118,0.416,0.152,0.325,0.032,0.091,0.113,0.057,0.027,0.009,0.043,SF
Malcolm Thomas,17,194,45,18,40,45,0,7,0,9,13,69.2,16,40,56,7,3,1,13,17,73,0.54,0.23,25,us,5/22/90,"University of California, Los Angeles",2,192.5,PHI,90,24.28740091,0.232,0.093,0.206,0,0.036,0.206,0.036,0.015,0.005,0.082,SG
Manu Ginobili,70,1587,738,251,589,42.6,89,258,34.5,147,204,72.1,28,183,211,293,67,20,154,138,780,1.9,0.44,38,ar,7/28/77,,12,195,SAS,92.25,24.26035503,0.465,0.158,0.371,0.056,0.163,0.115,0.185,0.042,0.013,0.018,SG
Marc Gasol,81,2687,1413,530,1072,49.4,3,17,17.6,350,440,79.5,115,515,630,307,70,131,176,208,1743,1.74,0.4,30,es,1/29/85,,6,212.5,MEM,114.75,25.41176471,0.526,0.197,0.399,0.001,0.006,0.192,0.114,0.026,0.049,0.043,C
Marcin Gortat,82,2453,1001,439,775,56.6,0,3,0,123,175,70.3,180,537,717,97,49,110,100,191,1486,0.97,0.49,31,pl,2/17/84,,7,207.5,WAS,108,25.0834664,0.408,0.179,0.316,0,0.001,0.219,0.04,0.02,0.045,0.073,C
Marco Belinelli,62,1388,568,199,470,42.3,86,230,37.4,84,99,84.8,26,131,157,94,31,3,61,85,506,1.54,0.51,29,it,3/25/86,,7,192.5,SAS,94.5,25.50177096,0.409,0.143,0.339,0.062,0.166,0.094,0.068,0.022,0.002,0.019,SG
Marcus Morris,81,2045,845,331,763,43.4,112,313,35.8,71,113,62.8,73,312,385,133,63,16,73,188,895,1.82,0.86,26,us,9/2/89,University of Kansas,3,202.5,PHO,105.75,25.78875171,0.413,0.162,0.373,0.055,0.153,0.153,0.065,0.031,0.008,0.036,PF
Marcus Smart,67,1808,523,175,477,36.7,91,272,33.5,82,127,64.6,61,161,222,208,99,18,90,176,633,2.31,1.1,21,us,3/6/94,Oklahoma State University,0,190,BOS,99,27.42382271,0.289,0.097,0.264,0.05,0.15,0.089,0.115,0.055,0.01,0.034,PG
Marcus Thornton,48,721,380,140,345,40.6,54,143,37.8,46,56,82.1,23,63,86,36,27,7,27,38,294,1.33,1,,,,,,,,,,0.527,0.194,0.479,0.075,0.198,0.087,0.05,0.037,0.01,0.032,
Mario Chalmers,80,2368,813,267,663,40.3,73,248,29.4,206,266,77.4,24,182,206,307,122,10,173,251,829,1.78,0.71,29,us,5/19/86,University of Kansas,6,185,MIA,85.5,24.9817385,0.343,0.113,0.28,0.031,0.105,0.077,0.13,0.052,0.004,0.01,PG
Markel Brown,47,781,216,76,210,36.2,17,64,26.6,47,57,82.5,16,91,107,39,31,12,27,57,234,1.44,1.15,23,us,1/29/92,Oklahoma State University,0,187.5,NJN,85.5,24.32,0.277,0.097,0.269,0.022,0.082,0.117,0.05,0.04,0.015,0.02,SG
Markieff Morris,82,2581,1258,512,1100,46.5,57,179,31.8,177,232,76.3,110,396,506,192,101,39,170,245,1283,1.13,0.59,26,us,9/2/89,University of Kansas,3,205,PHO,110.25,26.2343843,0.487,0.198,0.426,0.022,0.069,0.153,0.074,0.039,0.015,0.043,PF
Marreese Speights,76,1207,791,318,646,49.2,5,18,27.8,150,178,84.3,109,216,325,72,20,34,82,189,804,0.88,0.24,28,us,8/4/87,University of Florida,6,205,GSW,114.75,27.30517549,0.655,0.263,0.535,0.004,0.015,0.179,0.06,0.017,0.028,0.09,C
Martell Webster,32,352,106,24,91,26.4,10,43,23.3,48,64,75,10,36,46,17,7,1,22,24,72,0.77,0.32,,,,,,,,,,0.301,0.068,0.259,0.028,0.122,0.102,0.048,0.02,0.003,0.028,
Marvin Williams,78,2035,577,210,495,42.4,95,265,35.8,62,87,71.3,58,328,386,100,69,36,60,146,798,1.67,1.15,29,us,6/19/86,University of North Carolina,9,202.5,CHA,106.65,26.00823045,0.284,0.103,0.243,0.047,0.13,0.161,0.049,0.034,0.018,0.029,PF
Mason Plumlee,82,1743,717,280,489,57.3,0,3,0,157,317,49.5,175,337,512,74,65,63,106,207,956,0.7,0.61,25,us,3/5/90,Duke University,1,207.5,NJN,110.25,25.60603861,0.411,0.161,0.281,0,0.002,0.193,0.042,0.037,0.036,0.1,C
Matt Barnes,76,2271,764,277,624,44.4,136,376,36.2,74,95,77.9,51,251,302,114,67,50,87,240,842,1.31,0.77,35,us,3/9/80,"University of California, Los Angeles",11,197.5,LAC,101.7,26.07274475,0.336,0.122,0.275,0.06,0.166,0.111,0.05,0.03,0.022,0.022,SF
Matt Bonner,72,935,264,94,230,40.9,46,126,36.5,30,37,81.1,29,86,115,47,10,12,11,65,294,4.27,0.91,35,us,4/5/80,University of Florida,10,205,SAS,105.75,25.1635931,0.282,0.101,0.246,0.049,0.135,0.092,0.05,0.011,0.013,0.031,PF
Matthew Dellavedova,67,1380,319,111,307,36.2,68,167,40.7,29,38,76.3,37,89,126,204,24,2,61,152,409,3.34,0.39,25,au,9/8/90,Saint Mary's College of California,1,190,CLE,89.1,24.68144044,0.231,0.08,0.222,0.049,0.121,0.064,0.148,0.017,0.001,0.027,SG
Maurice Harkless,45,674,158,63,158,39.9,10,56,17.9,22,41,53.7,38,68,106,25,32,9,27,66,189,0.93,1.19,22,us,5/11/93,St. John's University,2,202.5,ORL,96.75,23.59396433,0.234,0.093,0.234,0.015,0.083,0.101,0.037,0.047,0.013,0.056,SF
Meyers Leonard,55,847,327,125,245,51,47,112,42,30,32,93.8,46,204,250,32,10,14,39,113,472,0.82,0.26,23,us,2/27/92,University of Illinois at Urbana-Champaign,2,212.5,POR,110.25,24.41522491,0.386,0.148,0.289,0.055,0.132,0.241,0.038,0.012,0.017,0.054,C
Michael Beasley,24,505,212,92,212,43.4,8,34,23.5,20,26,76.9,12,77,89,32,15,13,37,66,198,0.87,0.41,26,us,1/9/89,Kansas State University,6,202.5,MIA,105.75,25.78875171,0.42,0.182,0.42,0.016,0.067,0.152,0.063,0.03,0.026,0.024,SF
Michael Carter-Williams,66,2150,966,364,919,39.6,36,153,23.5,202,291,69.4,64,289,353,442,111,30,253,167,1005,1.75,0.44,24,us,10/10/91,Syracuse University,1,195,PHI,85.5,22.4852071,0.449,0.169,0.427,0.017,0.071,0.134,0.206,0.052,0.014,0.03,PG
Michael Kidd-Gilchrist,55,1587,598,224,482,46.5,0,0,0,150,214,70.1,109,307,416,77,30,38,63,115,774,1.22,0.48,22,us,9/26/93,University of Kentucky,2,197.5,CHA,104.4,26.76494152,0.377,0.141,0.304,0,0,0.193,0.049,0.019,0.024,0.069,SF
Mike Conley,70,2225,1107,393,882,44.6,107,277,38.6,214,249,85.9,29,180,209,375,89,14,156,139,1114,2.4,0.57,28,us,10/11/87,Ohio State University,7,182.5,MEM,78.75,23.64421092,0.498,0.177,0.396,0.048,0.124,0.081,0.169,0.04,0.006,0.013,PG
Mike Dunleavy,63,1838,595,209,481,43.5,107,263,40.7,70,87,80.5,28,220,248,114,39,21,60,123,668,1.9,0.65,35,us,9/15/80,Duke University,12,202.5,CHI,103.5,25.24005487,0.324,0.114,0.262,0.058,0.143,0.12,0.062,0.021,0.011,0.015,SF
Mike Miller,52,701,109,37,114,32.5,32,98,32.7,3,4,75,4,87,91,46,14,4,23,74,163,2,0.61,35,us,2/19/80,University of Florida,14,200,CLE,98.1,24.525,0.155,0.053,0.163,0.046,0.14,0.124,0.066,0.02,0.006,0.006,SF
Mike Muscala,40,502,197,83,151,55,9,22,40.9,22,25,88,52,67,119,25,16,19,21,52,284,1.19,0.76,24,us,7/1/91,Bucknell University,1,207.5,ATL,108,25.0834664,0.392,0.165,0.301,0.018,0.044,0.133,0.05,0.032,0.038,0.104,PF
Mike Scott,68,1123,529,201,453,44.4,66,192,34.4,61,77,79.2,45,154,199,75,25,3,39,83,524,1.92,0.64,27,us,7/16/88,University of Virginia,2,200,ATL,106.65,26.6625,0.471,0.179,0.403,0.059,0.171,0.137,0.067,0.022,0.003,0.04,PF
Miles Plumlee,73,1194,294,136,254,53.5,0,0,0,22,46,47.8,112,208,320,34,41,66,51,111,562,0.67,0.8,27,us,9/1/88,Duke University,2,207.5,PHO,112.05,26.02409639,0.246,0.114,0.213,0,0,0.174,0.028,0.034,0.055,0.094,C
Miroslav Raduljica,5,23,8,3,8,37.5,0,0,0,2,2,100,2,3,5,0,1,0,2,8,7,0,0.5,,,,,,,,,,0.348,0.13,0.348,0,0,0.13,0,0.043,0,0.087,
Mirza Teletovic,40,892,339,122,319,38.2,62,193,32.1,33,46,71.7,27,167,194,46,14,16,53,74,346,0.87,0.26,,,,,,,,,,0.38,0.137,0.358,0.07,0.216,0.187,0.052,0.016,0.018,0.03,
Mitch McGary,32,485,201,88,165,53.3,0,2,0,25,40,62.5,53,112,165,14,16,16,31,72,289,0.45,0.52,23,us,6/6/92,University of Michigan,0,205,OKC,114.75,27.30517549,0.414,0.181,0.34,0,0.004,0.231,0.029,0.033,0.033,0.109,PF
Mo Williams,68,1980,964,341,860,39.7,119,348,34.2,163,187,87.2,22,152,174,424,46,14,172,162,907,2.47,0.27,33,us,12/19/82,University of Alabama,11,182.5,CHA,89.1,26.75173579,0.487,0.172,0.434,0.06,0.176,0.077,0.214,0.023,0.007,0.011,PG
Monta Ellis,80,2699,1513,602,1354,44.5,81,284,28.5,228,303,75.2,34,156,190,329,148,25,198,197,1180,1.66,0.75,30,us,10/26/85,,9,187.5,DAL,83.25,23.68,0.561,0.223,0.502,0.03,0.105,0.058,0.122,0.055,0.009,0.013,SG
Nate Robinson,42,591,238,88,255,34.5,31,112,27.7,31,46,67.4,17,33,50,97,20,3,30,76,196,3.23,0.67,,,,,,,,,,0.403,0.149,0.431,0.052,0.19,0.056,0.164,0.034,0.005,0.029,
Nate Wolters,21,247,42,20,57,35.1,0,7,0,2,6,33.3,8,26,34,21,8,2,13,18,53,1.62,0.62,,,,,,,,,,0.17,0.081,0.231,0,0.028,0.105,0.085,0.032,0.008,0.032,
Nazr Mohammed,23,128,27,13,30,43.3,0,0,0,1,3,33.3,11,27,38,3,4,5,7,16,51,0.43,0.57,38,us,9/5/77,University of Kentucky,16,205,CHI,99.45,23.66448543,0.211,0.102,0.234,0,0,0.211,0.023,0.031,0.039,0.086,C
Nene,67,1694,737,307,601,51.1,1,5,20,122,202,60.4,84,261,345,123,66,22,124,180,795,0.99,0.53,33,br,9/13/82,,12,207.5,WAS,112.5,26.12861083,0.435,0.181,0.355,0.001,0.003,0.154,0.073,0.039,0.013,0.05,PF
Nerlens Noel,75,2311,744,302,653,46.2,0,0,0,140,230,60.9,185,426,611,128,133,142,146,208,1171,0.88,0.91,21,us,4/10/94,University of Kentucky,0,207.5,PHI,102.6,23.82929308,0.322,0.131,0.283,0,0,0.184,0.055,0.058,0.061,0.08,C
Nick Calathes,58,838,243,104,247,42.1,11,43,25.6,24,45,53.3,19,87,106,146,63,5,61,100,338,2.39,1.03,26,us,2/7/89,University of Florida,1,195,MEM,95.85,25.20710059,0.29,0.124,0.295,0.013,0.051,0.104,0.174,0.075,0.006,0.023,SG
Nick Collison,66,1101,273,106,253,41.9,16,60,26.7,45,65,69.2,90,160,250,90,35,25,45,156,461,2,0.78,35,us,10/26/80,University of Kansas,10,205,OKC,114.75,27.30517549,0.248,0.096,0.23,0.015,0.054,0.145,0.082,0.032,0.023,0.082,PF
Nick Johnson,28,262,74,26,75,34.7,5,21,23.8,17,25,68,13,26,39,11,7,3,19,34,58,0.58,0.37,23,us,12/22/92,University of Arizona,0,187.5,HOU,90.9,25.856,0.282,0.099,0.286,0.019,0.08,0.099,0.042,0.027,0.011,0.05,SG
Nick Young,42,1000,563,174,476,36.6,83,225,36.9,132,148,89.2,17,79,96,41,23,11,44,83,372,0.93,0.52,,,,,,,,,,0.563,0.174,0.476,0.083,0.225,0.079,0.041,0.023,0.011,0.017,
Nicolas Batum,71,2380,664,240,600,40,100,309,32.4,84,98,85.7,62,354,416,341,78,40,132,106,1033,2.58,0.59,27,fr,12/14/88,,6,200,POR,90,22.5,0.279,0.101,0.252,0.042,0.13,0.149,0.143,0.033,0.017,0.026,SF
Nik Stauskas,73,1127,319,108,296,36.5,48,149,32.2,55,64,85.9,11,77,88,67,20,17,40,92,274,1.68,0.5,22,ca,10/7/93,University of Michigan,0,195,SAC,92.25,24.26035503,0.283,0.096,0.263,0.043,0.132,0.068,0.059,0.018,0.015,0.01,SG
Nikola Mirotic,82,1654,833,253,624,40.5,99,313,31.6,228,284,80.3,63,341,404,97,54,54,89,172,926,1.09,0.61,24,me,2/11/91,,0,205,CHI,99,23.55740631,0.504,0.153,0.377,0.06,0.189,0.206,0.059,0.033,0.033,0.038,PF
Nikola Pekovic,31,815,386,139,328,42.4,0,0,0,108,129,83.7,89,145,234,27,19,12,42,59,426,0.64,0.45,,,,,,,,,,0.474,0.171,0.402,0,0,0.178,0.033,0.023,0.015,0.109,
Nikola Vucevic,74,2529,1428,631,1206,52.3,2,6,33.3,164,218,75.2,238,572,810,147,54,54,148,220,1716,0.99,0.37,25,ch,10/24/90,University of Southern California,3,210,ORL,117,26.53061224,0.565,0.25,0.477,0.001,0.002,0.226,0.058,0.021,0.021,0.094,C
Noah Vonleh,25,259,83,30,76,39.5,5,13,38.5,18,26,69.2,28,58,86,4,4,9,11,20,121,0.36,0.36,20,us,8/24/95,Indiana University,0,205,CHA,108,25.6989887,0.32,0.116,0.293,0.019,0.05,0.224,0.015,0.015,0.035,0.108,PF
Norris Cole,75,1831,573,230,558,41.2,55,176,31.3,58,81,71.6,13,146,159,255,57,15,99,124,609,2.58,0.58,27,us,10/13/88,Cleveland State University,3,185,NOH,78.75,23.00949598,0.313,0.126,0.305,0.03,0.096,0.08,0.139,0.031,0.008,0.007,PG
O.J. Mayo,71,1697,806,296,701,42.2,99,277,35.7,115,139,82.7,30,157,187,197,57,18,128,165,708,1.54,0.45,28,us,11/5/87,University of Southern California,6,192.5,MIL,94.5,25.50177096,0.475,0.174,0.413,0.058,0.163,0.093,0.116,0.034,0.011,0.018,SG
Ognjen Kuzmic,16,72,20,8,12,66.7,0,0,0,4,4,100,7,10,17,6,2,1,5,13,37,1.2,0.4,25,ba,5/16/90,,1,212.5,GSW,112.95,25.01314879,0.278,0.111,0.167,0,0,0.139,0.083,0.028,0.014,0.097,C
Omer Asik,76,1982,557,213,412,51.7,0,0,0,131,225,58.2,244,504,748,72,29,54,95,144,1072,0.76,0.31,29,tr,7/4/86,,4,210,NOH,114.75,26.02040816,0.281,0.107,0.208,0,0,0.254,0.036,0.015,0.027,0.123,C
Omri Casspi,67,1416,593,209,427,48.9,35,87,40.2,140,191,73.3,54,206,260,102,31,9,88,107,638,1.16,0.35,27,il,6/22/88,,5,202.5,SAC,101.25,24.69135802,0.419,0.148,0.302,0.025,0.061,0.145,0.072,0.022,0.006,0.038,SF
Otto Porter Jr.,74,1432,445,176,391,45,35,104,33.7,58,79,73.4,70,151,221,65,44,30,52,97,517,1.25,0.85,22,us,6/3/93,Georgetown University,1,200,WAS,89.1,22.275,0.311,0.123,0.273,0.024,0.073,0.105,0.045,0.031,0.021,0.049,SF
Pablo Prigioni,67,1197,274,91,228,39.9,57,166,34.3,35,41,85.4,30,89,119,171,79,1,62,88,439,2.76,1.27,38,ar,5/17/77,,2,187.5,NYK,83.25,23.68,0.229,0.076,0.19,0.048,0.139,0.074,0.143,0.066,0.001,0.025,PG
Patrick Beverley,56,1727,568,204,532,38.3,115,323,35.6,45,60,75,67,170,237,192,59,23,83,182,653,2.31,0.71,27,us,7/12/88,University of Arkansas,2,182.5,HOU,83.25,24.99530869,0.329,0.118,0.308,0.067,0.187,0.098,0.111,0.034,0.013,0.039,PG
Patrick Christopher,4,29,6,3,12,25,0,4,0,0,0,0,2,4,6,0,1,0,1,6,3,0,1,27,us,6/3/88,University of California,0,192.5,UTA,94.05,25.38033395,0.207,0.103,0.414,0,0.138,0.138,0,0.034,0,0.069,SG
Patrick Patterson,81,2156,648,240,535,44.9,105,283,37.1,63,80,78.8,127,306,433,155,60,44,54,149,974,2.87,1.11,,,,,,,,,,0.301,0.111,0.248,0.049,0.131,0.142,0.072,0.028,0.02,0.059,
Patty Mills,51,801,351,128,336,38.1,62,182,34.1,33,40,82.5,21,54,75,87,28,2,35,58,293,2.49,0.8,27,au,8/11/88,Saint Mary's College of California,5,180,SAS,83.25,25.69444444,0.438,0.16,0.419,0.077,0.227,0.067,0.109,0.035,0.002,0.026,PG
Pau Gasol,78,2681,1446,570,1153,49.4,12,26,46.2,294,366,80.3,220,699,919,210,25,147,158,147,1934,1.33,0.16,35,es,7/6/80,,13,210,CHI,112.5,25.51020408,0.539,0.213,0.43,0.004,0.01,0.261,0.078,0.009,0.055,0.082,PF
Paul George,6,91,53,18,49,36.7,9,22,40.9,8,11,72.7,4,18,22,6,5,1,12,11,41,0.5,0.42,25,us,5/2/90,"California State University, Fresno",4,202.5,IND,99,24.14266118,0.582,0.198,0.538,0.099,0.242,0.198,0.066,0.055,0.011,0.044,SF
Paul Millsap,73,2390,1218,443,930,47.6,77,216,35.6,255,337,75.7,139,431,570,223,130,69,166,201,1475,1.34,0.78,30,us,2/10/85,Louisiana Tech University,8,200,ATL,110.7,27.675,0.51,0.185,0.389,0.032,0.09,0.18,0.093,0.054,0.029,0.058,PF
Paul Pierce,73,1914,868,293,656,44.7,118,303,38.9,164,210,78.1,45,249,294,144,46,24,92,160,875,1.57,0.5,38,us,10/13/77,University of Kansas,16,197.5,WAS,105.75,27.1110399,0.454,0.153,0.343,0.062,0.158,0.13,0.075,0.024,0.013,0.024,SF
Pero Antic,63,1037,356,108,296,36.5,52,173,30.1,88,123,71.5,58,131,189,49,18,14,49,132,354,1,0.37,33,mk,7/29/82,,1,207.5,ATL,117,27.17375526,0.343,0.104,0.285,0.05,0.167,0.126,0.047,0.017,0.014,0.056,PF
Perry Jones III,43,631,184,73,184,39.7,14,60,23.3,24,37,64.9,6,70,76,18,17,8,24,50,155,0.75,0.71,24,us,9/24/91,Baylor University,2,207.5,OKC,105.75,24.56089418,0.292,0.116,0.292,0.022,0.095,0.111,0.029,0.027,0.013,0.01,SF
Phil Pressey,50,600,177,64,174,36.8,16,65,24.6,33,49,67.3,13,67,80,117,30,6,41,54,243,2.85,0.73,24,us,2/17/91,University of Missouri,1,177.5,BOS,78.75,24.99504067,0.295,0.107,0.29,0.027,0.108,0.112,0.195,0.05,0.01,0.022,PG
PJ Hairston,45,687,254,87,269,32.3,49,163,30.1,31,36,86.1,22,70,92,21,21,13,22,61,192,0.96,0.96,23,us,12/24/92,University of North Carolina,0,195,CHA,103.5,27.21893491,0.37,0.127,0.392,0.071,0.237,0.102,0.031,0.031,0.019,0.032,SG
PJ Tucker,78,2383,713,261,596,43.8,87,252,34.5,104,143,72.7,114,388,502,122,107,23,96,179,997,1.27,1.12,,,,,,,,,,0.299,0.11,0.25,0.037,0.106,0.163,0.051,0.045,0.01,0.048,
Quincy Acy,68,1287,398,152,331,45.9,18,60,30,76,97,78.4,79,222,301,68,27,22,60,147,556,1.13,0.45,25,us,10/6/90,Baylor University,2,197.5,NYK,108,27.68787053,0.309,0.118,0.257,0.014,0.047,0.172,0.053,0.021,0.017,0.061,PF
Quincy Miller,10,120,29,9,38,23.7,3,18,16.7,8,11,72.7,4,16,20,8,7,5,5,9,32,1.6,1.4,23,us,11/18/92,Baylor University,2,202.5,SAC,94.5,23.04526749,0.242,0.075,0.317,0.025,0.15,0.133,0.067,0.058,0.042,0.033,PF
Quincy Pondexter,75,1793,538,188,447,42.1,91,244,37.3,71,96,74,53,142,195,94,19,24,51,150,535,1.84,0.37,27,us,3/10/88,University of Washington,4,197.5,NOH,99,25.38054799,0.3,0.105,0.249,0.051,0.136,0.079,0.052,0.011,0.013,0.03,SF
Rajon Rondo,68,2019,608,275,645,42.6,27,86,31.4,31,78,39.7,73,300,373,538,91,7,210,153,990,2.56,0.43,29,us,2/22/86,University of Kentucky,8,182.5,DAL,83.7,25.13041847,0.301,0.136,0.319,0.013,0.043,0.149,0.266,0.045,0.003,0.036,PG
Ramon Sessions,64,1188,402,125,334,37.4,19,60,31.7,133,173,76.9,23,121,144,182,29,0,86,73,422,2.12,0.34,29,us,4/11/86,"University of Nevada, Reno",7,187.5,WAS,85.5,24.32,0.338,0.105,0.281,0.016,0.051,0.102,0.153,0.024,0,0.019,PG
Randy Foye,50,1087,435,148,402,36.8,94,263,35.7,45,55,81.8,9,76,85,119,34,11,60,97,360,1.98,0.57,32,us,9/24/83,Villanova University,8,190,DEN,95.85,26.55124654,0.4,0.136,0.37,0.086,0.242,0.07,0.109,0.031,0.01,0.008,SG
Rasual Butler,75,1505,580,218,517,42.2,91,235,38.7,53,67,79.1,27,170,197,63,29,22,48,98,530,1.31,0.6,36,us,5/23/79,La Salle University,11,197.5,WAS,96.75,24.80371735,0.385,0.145,0.344,0.06,0.156,0.113,0.042,0.019,0.015,0.018,SF
Ray McCallum,68,1436,503,206,470,43.8,34,111,30.6,57,84,67.9,52,128,180,188,45,11,85,92,551,2.21,0.53,24,us,6/12/91,University of Detroit Mercy,1,187.5,SAC,85.5,24.32,0.35,0.143,0.327,0.024,0.077,0.089,0.131,0.031,0.008,0.036,PG
Raymond Felton,29,281,108,43,106,40.6,10,34,29.4,12,15,80,2,24,26,41,11,4,18,17,106,2.28,0.61,31,us,6/26/84,University of North Carolina,9,182.5,DAL,92.25,27.69750422,0.384,0.153,0.377,0.036,0.121,0.085,0.146,0.039,0.014,0.007,PG
Reggie Bullock,36,338,69,24,70,34.3,15,46,32.6,6,9,66.7,1,49,50,8,10,4,8,19,84,1,1.25,24,us,3/16/91,University of North Carolina,1,197.5,PHO,92.25,23.65005608,0.204,0.071,0.207,0.044,0.136,0.145,0.024,0.03,0.012,0.003,SF
Reggie Evans,47,764,176,58,137,42.3,0,2,0,60,97,61.9,97,202,299,32,22,5,45,91,373,0.71,0.49,35,us,5/18/80,University of Iowa,12,200,SAC,110.25,27.5625,0.23,0.076,0.179,0,0.003,0.264,0.042,0.029,0.007,0.127,PF
Reggie Jackson,77,2268,1117,432,996,43.4,72,241,29.9,181,218,83,56,271,327,462,62,9,186,167,1190,2.48,0.33,25,it,4/16/90,Boston College,3,187.5,OKC,93.6,26.624,0.493,0.19,0.439,0.032,0.106,0.119,0.204,0.027,0.004,0.025,PG
Reggie Williams,20,105,37,15,39,38.5,3,19,15.8,4,4,100,5,12,17,10,1,0,2,12,39,5,0.5,,,,,,,,,,0.352,0.143,0.371,0.029,0.181,0.114,0.095,0.01,0,0.048,
Richard Jefferson,74,1244,432,144,324,44.4,66,155,42.6,78,114,68.4,25,158,183,61,32,11,52,115,451,1.17,0.62,35,us,6/21/80,University of Arizona,13,197.5,DAL,104.85,26.88030764,0.347,0.116,0.26,0.053,0.125,0.127,0.049,0.026,0.009,0.02,SF
Ricky Ledo,17,244,90,32,96,33.3,10,27,37,16,22,72.7,16,20,36,19,6,1,26,21,56,0.73,0.23,,,,,,,,,,0.369,0.131,0.393,0.041,0.111,0.082,0.078,0.025,0.004,0.066,
Ricky Rubio,22,692,226,78,219,35.6,13,51,25.5,57,71,80.3,19,106,125,193,38,1,64,59,364,3.02,0.59,23,us,9/10/92,,1,197.5,NYK,87.75,22.49639481,0.327,0.113,0.316,0.019,0.074,0.153,0.279,0.055,0.001,0.027,SG
Robbie Hummel,45,742,198,79,172,45.9,16,51,31.4,24,29,82.8,31,103,134,27,16,9,18,86,268,1.5,0.89,26,us,3/8/89,Purdue University,1,200,MIN,96.75,24.1875,0.267,0.106,0.232,0.022,0.069,0.139,0.036,0.022,0.012,0.042,SF
Robert Covington,70,1956,943,299,756,39.6,167,446,37.4,178,217,82,65,251,316,105,97,31,128,189,868,0.82,0.76,25,us,12/14/90,Tennessee State University,1,202.5,PHI,96.75,23.59396433,0.482,0.153,0.387,0.085,0.228,0.128,0.054,0.05,0.016,0.033,SF
Robert Sacre,67,1133,307,126,306,41.2,0,1,0,55,82,67.1,89,144,233,55,28,43,36,121,423,1.53,0.78,,,,,,,,,,0.271,0.111,0.27,0,0.001,0.127,0.049,0.025,0.038,0.079,
Robin Lopez,59,1638,566,234,437,53.5,0,1,0,98,127,77.2,190,204,394,55,16,84,73,122,810,0.75,0.22,27,us,4/1/88,Stanford University,6,210,POR,114.75,26.02040816,0.346,0.143,0.267,0,0.001,0.125,0.034,0.01,0.051,0.116,C
